soil_moisture_pct,temperature_c,humidity_pct,flow_rate_lpm,growth_stage,soil_type,recent_irrigation_l,irrigation_required
56.26,33.29,63.5,4.0,development,sandy,8.48,0
68.39,25.81,59.26,3.58,initial,loamy,5.77,0
42.41,34.78,44.12,3.14,late,clay,11.91,0
28.0,26.48,75.92,1.64,development,clay,11.11,0
68.36,19.14,67.53,4.3,initial,sandy,1.18,0
25.85,24.95,83.64,0,initial,clay,0,0
95,32.04,80.54,4.46,mid_season,clay,18.28,0
54.44,29.07,45.19,3.79,mid_season,clay,12.49,0
55.96,35.27,51.67,2.69,mid_season,sandy,5.49,0
50.81,18.51,65.9,3.72,late,clay,15.9,0
41.13,21.46,44.01,1.65,development,clay,8.57,0
40.05,28.15,63.87,2.79,development,sandy,4.4,0
61.49,23.02,69.6,3.53,late,loamy,17.94,0
51.72,27.77,78.54,5.68,mid_season,loamy,12.83,0
50.01,31.4,58.12,0,initial,sandy,0,0
47.98,19.57,39.8,0,initial,sandy,0,0
30.13,30.21,65.08,4.19,development,loamy,2.4,0
41.22,19.0,79.19,5.03,development,loamy,5.71,0
54.71,34.69,70.62,4.12,mid_season,clay,17.54,0
47.64,27.31,55.17,3.62,initial,clay,8.48,0
82.35,23.92,64.31,3.72,late,clay,6.63,0
47.59,33.02,48.9,5.87,mid_season,sandy,4.33,0
91.74,35.49,78.26,3.78,late,clay,10.34,0
67.23,19.62,43.96,2.59,mid_season,clay,16.35,0
87.13,26.12,76.68,4.5,mid_season,sandy,19.95,0
47.62,31.77,55.77,3.25,mid_season,sandy,5.23,0
75.99,18.93,53.1,3.11,mid_season,sandy,13.45,0
40.69,31.73,71.57,5.08,mid_season,clay,11.35,0
32.52,24.92,73.56,2.2,late,sandy,1.19,0
74.4,32.8,73.96,4.14,development,clay,20.22,0
95,29.81,81.92,7.18,initial,clay,3.77,0
73.77,30.22,38.15,0,initial,loamy,0,0
71.79,22.75,78.32,0,initial,loamy,0,0
87.26,18.27,54.71,3.95,mid_season,loamy,12.26,0
32.08,29.34,49.71,4.74,mid_season,sandy,6.39,0
74.1,18.46,58.05,3.92,mid_season,clay,12.57,0
34.02,22.83,42.41,2.45,mid_season,loamy,1.09,0
40.68,34.32,46.93,3.72,development,loamy,10.5,0
43.14,23.55,78.62,0,development,sandy,0,1
50.33,18.0,53.18,0,initial,loamy,0,0
62.53,31.05,81.07,4.15,development,clay,11.57,0
33.15,33.43,55.68,3.15,late,clay,8.14,0
31.03,35.81,62.06,0,initial,clay,0,0
78.56,22.85,82.33,2.79,development,loamy,12.64,0
72.71,21.27,84.98,2.96,late,sandy,12.37,0
56.31,23.46,69.37,3.88,mid_season,sandy,0.08,0
27.12,20.03,68.64,3.94,initial,clay,10.41,0
78.87,31.35,68.13,0,development,sandy,0,0
56.34,24.84,40.59,3.93,late,sandy,8.4,0
65.02,26.09,80.84,0,initial,loamy,0,0
48.83,20.41,43.76,0,mid_season,sandy,0,1
61.67,23.86,45.55,4.74,initial,sandy,7.4,0
46.88,20.3,72.28,4.65,initial,clay,7.5,0
70.07,18.59,80.67,3.68,mid_season,loamy,6.5,0
30.4,27.52,77.73,4.57,development,sandy,8.24,0
33.82,19.28,65.51,0,development,clay,0,1
35.94,35.28,55.51,4.04,late,loamy,4.73,0
38.37,27.91,78.35,4.53,mid_season,clay,16.32,0
48.69,20.5,80.8,0,late,sandy,0,1
33.56,35.21,67.47,3.26,development,sandy,2.33,0
35.88,20.98,73.04,2.72,initial,loamy,17.99,0
74.09,30.41,66.93,0,late,sandy,0,0
41.64,25.1,42.41,1.03,initial,sandy,8.76,0
95,35.06,80.74,6.03,development,sandy,3.19,0
57.41,27.57,80.86,3.91,late,sandy,7.27,0
39.08,25.16,76.75,1.16,late,loamy,0.81,0
34.73,31.92,58.32,0,initial,clay,0,0
37.23,31.82,49.9,0,initial,sandy,0,0
50.58,29.16,60.87,3.32,development,sandy,3.9,0
43.58,27.75,46.09,3.87,late,clay,14.05,0
51.39,29.92,38.3,3.39,development,sandy,1.73,0
80.7,18.77,46.49,2.95,late,clay,20.74,0
42.55,28.37,80.63,3.54,development,clay,6.35,0
57.13,25.94,66.93,0,mid_season,clay,0,0
89.88,19.96,58.9,5.35,mid_season,loamy,9.09,0
42.63,25.55,45.51,3.51,initial,sandy,7.81,0
75.19,20.44,81.57,0,initial,clay,0,0
49.37,21.5,84.46,6.33,late,clay,9.37,0
50.82,22.04,55.43,3.11,initial,loamy,14.98,0
68.29,18.86,84.99,0,development,loamy,0,0
61.51,24.48,71.37,0,initial,clay,0,0
64.05,25.25,54.43,2.75,development,loamy,1.82,0
79.48,27.93,54.79,3.85,initial,loamy,12.21,0
57.9,35.46,42.83,5.31,development,clay,15.08,0
66.06,31.56,38.29,2.8,initial,clay,2.97,0
68.96,25.81,72.4,4.59,mid_season,sandy,14.75,0
64.98,24.78,40.38,5.38,development,loamy,15.44,0
72.89,25.3,74.35,3.86,development,clay,8.8,0
51.41,35.78,41.56,3.24,development,loamy,6.77,0
51.59,31.31,62.1,3.21,mid_season,clay,0.54,0
36.49,25.56,77.77,0,initial,loamy,0,0
73.23,30.86,59.56,4.02,development,loamy,10.16,0
88.63,28.05,82.47,5.14,mid_season,clay,14.63,0
35.76,32.56,80.33,4.33,development,clay,1.86,0
50.51,21.46,74.86,4.77,initial,sandy,1.21,0
66.77,27.86,48.04,0,development,loamy,0,0
67.09,30.06,52.55,3.77,late,loamy,4.56,0
83.13,32.58,42.71,3.42,late,clay,9.29,0
59.54,30.73,37.1,0,development,loamy,0,0
75.54,27.02,46.81,0,initial,sandy,0,0
59.12,23.21,75.67,4.66,mid_season,clay,10.49,0
56.49,23.56,74.12,5.38,development,loamy,19.72,0
72.19,34.53,78.74,4.26,initial,sandy,5.15,0
71.92,27.97,52.65,5.74,initial,loamy,5.15,0
45.51,32.31,71.28,3.75,mid_season,clay,29.35,0
46.92,30.55,67.07,3.07,mid_season,clay,20.86,0
85.95,18.35,75.59,0,development,sandy,0,0
50.06,30.91,43.07,3.55,initial,sandy,7.3,0
85.17,34.33,54.22,4.53,mid_season,loamy,3.53,0
21.74,23.43,71.65,2.48,development,sandy,2.51,0
5,28.3,50.76,3.71,development,loamy,5.73,0
77.26,33.41,74.14,0,development,sandy,0,0
74.74,22.91,42.45,0,development,loamy,0,0
45.24,22.92,52.7,0,development,clay,0,0
63.18,35.18,63.6,4.62,development,clay,16.16,0
55.13,28.7,36.91,2.49,late,loamy,3.25,0
55.9,25.71,49.9,0,initial,clay,0,0
70.16,34.29,71.57,0,initial,clay,0,0
33.52,20.89,84.9,4.05,initial,sandy,2.6,0
30.42,35.84,55.76,4.11,mid_season,loamy,12.81,0
51.99,31.04,70.21,2.94,initial,loamy,9.35,0
37.68,23.45,67.35,3.63,development,clay,22.18,0
42.81,21.15,38.78,3.84,late,sandy,9.46,0
73.97,19.85,68.65,0,initial,clay,0,0
27.09,18.87,70.55,0,mid_season,sandy,0,1
35.18,29.57,70.18,4.0,mid_season,sandy,13.65,0
43.44,31.75,84.04,0,initial,clay,0,0
15.99,20.8,49.44,2.93,mid_season,loamy,20.98,0
59.09,18.08,79.29,4.38,development,loamy,6.85,0
55.26,35.34,44.66,3.01,development,loamy,4.71,0
49.36,19.04,78.24,4.18,late,loamy,11.3,0
74.86,18.5,69.22,2.63,mid_season,loamy,14.54,0
46.24,18.69,36.22,4.19,development,loamy,2.75,0
84.22,27.22,58.31,5.15,late,loamy,23.52,0
84.97,35.31,74.2,0.72,development,loamy,11.42,0
49.37,27.16,37.23,4.48,initial,loamy,6.04,0
47.91,35.26,65.16,2.98,late,loamy,15.78,0
33.9,34.9,61.24,1.58,late,clay,1.05,0
14.38,26.98,51.55,4.53,mid_season,loamy,5.72,0
23.31,33.97,82.85,5.94,late,sandy,16.15,0
45.05,19.87,77.56,0,initial,sandy,0,0
95,34.58,46.87,3.65,mid_season,sandy,5.23,0
52.24,24.03,46.52,4.43,late,loamy,3.62,0
56.26,32.43,54.42,3.99,development,sandy,0.26,0
40.49,27.56,55.64,0,initial,loamy,0,0
69.25,33.94,60.52,0,initial,clay,0,0
27.46,30.22,38.72,0,development,loamy,0,1
77.68,34.83,63.62,0,mid_season,sandy,0,0
59.8,24.13,40.73,2.28,development,clay,16.83,0
53.83,28.27,73.19,3.43,development,loamy,6.93,0
73.56,31.05,80.11,2.75,mid_season,sandy,6.79,0
59.99,34.33,36.37,2.9,initial,sandy,5.09,0
62.16,25.46,64.62,4.22,late,clay,9.23,0
80.04,33.26,57.53,3.98,late,sandy,9.46,0
53.07,20.06,49.02,3.56,development,sandy,0.54,0
32.03,26.41,36.37,4.81,mid_season,sandy,14.31,0
66.25,29.35,45.07,4.31,development,clay,8.19,0
54.81,31.85,84.66,3.42,late,loamy,12.54,0
50.79,23.63,44.36,2.49,initial,clay,21.96,0
41.9,31.2,69.45,5.6,initial,loamy,7.8,0
48.68,30.86,65.01,5.5,mid_season,clay,16.3,0
29.49,20.24,67.95,3.61,late,loamy,5.91,0
33.21,34.61,81.75,2.99,mid_season,clay,7.09,0
50.34,28.18,74.61,3.85,late,sandy,14.39,0
14.8,28.86,53.78,2.84,development,loamy,7.14,0
61.02,29.76,79.29,5.23,development,loamy,9.45,0
57.37,23.4,59.51,4.61,development,sandy,8.17,0
70.51,19.08,57.83,4.8,initial,sandy,9.36,0
49.06,32.04,38.63,6.16,initial,loamy,2.73,0
52.83,20.92,69.18,1.42,late,clay,14.46,0
41.99,32.54,45.53,3.13,initial,sandy,0.45,0
49.34,35.8,68.97,4.62,development,sandy,4.11,0
63.05,34.96,70.78,5.42,development,clay,32.43,0
45.65,27.45,82.21,3.7,mid_season,sandy,5.75,0
81.8,18.12,57.95,3.27,development,sandy,1.14,0
35.91,24.95,58.72,3.06,development,sandy,7.64,0
56.95,24.56,69.76,0,development,clay,0,0
25.19,34.18,37.75,0,late,clay,0,1
77.57,22.72,58.36,2.31,development,loamy,11.65,0
67.41,22.15,73.72,4.87,initial,loamy,5.12,0
95,29.97,69.07,0,late,clay,0,0
34.04,35.36,46.52,5.49,development,clay,5.63,0
65.94,30.93,68.11,3.55,mid_season,clay,26.13,0
49.49,18.54,66.67,0,initial,sandy,0,0
94.55,29.9,42.3,3.57,development,clay,7.71,0
62.25,25.36,62.99,3.35,late,clay,4.29,0
28.36,25.44,35.6,5.77,initial,sandy,1.18,0
48.07,33.75,41.21,1.67,initial,sandy,10.7,0
41.27,27.67,75.26,3.01,initial,loamy,5.7,0
78.88,31.86,48.4,3.88,development,clay,1.31,0
70.96,26.74,62.81,0,initial,clay,0,0
46.74,26.41,43.53,2.77,mid_season,loamy,7.63,0
95,23.45,55.24,3.29,initial,sandy,7.63,0
57.73,18.16,62.65,3.33,mid_season,loamy,9.15,0
26.45,27.55,66.46,4.49,initial,loamy,2.27,0
61.05,20.46,48.77,3.1,mid_season,sandy,2.22,0
47.11,27.21,57.33,0,development,sandy,0,1
35.83,20.75,67.07,0,initial,sandy,0,0
66.88,22.79,40.49,4.22,mid_season,sandy,7.59,0
72.69,27.63,70.12,0,development,sandy,0,0
43.95,19.32,47.31,3.9,mid_season,loamy,17.69,0
39.17,29.16,38.97,4.4,mid_season,sandy,11.16,0
61.48,30.38,72.32,5.1,mid_season,clay,2.59,0
65.17,28.59,46.11,4.54,mid_season,sandy,9.92,0
59.21,35.06,55.74,3.3,late,clay,11.98,0
77.7,19.55,64.34,4.73,mid_season,sandy,3.51,0
55.72,26.74,39.57,3.54,development,clay,9.74,0
28.91,24.18,36.48,4.66,mid_season,clay,6.42,0
68.03,24.08,58.57,4.29,mid_season,sandy,19.58,0
51.49,21.61,68.38,5.43,development,clay,2.05,0
64.32,28.05,68.28,0,initial,loamy,0,0
77.33,35.88,41.4,3.46,mid_season,loamy,16.25,0
25.9,26.02,77.32,4.23,development,loamy,4.36,0
53.05,22.98,77.67,2.73,late,clay,2.48,0
40.53,22.6,59.25,5.3,mid_season,clay,9.36,0
62.55,27.94,35.08,3.7,mid_season,loamy,2.32,0
57.47,29.41,79.87,3.42,mid_season,clay,10.86,0
46.23,22.36,64.9,2.15,development,sandy,6.55,0
36.33,28.99,51.8,2.63,development,clay,11.9,0
60.9,26.44,74.21,4.53,late,loamy,5.17,0
65.17,25.72,50.63,2.62,initial,sandy,11.16,0
39.23,27.2,38.39,5.14,initial,sandy,0.17,0
82.45,25.64,66.88,5.37,mid_season,clay,8.86,0
43.07,21.94,73.61,5.57,mid_season,loamy,6.96,0
54.52,22.03,50.88,0,initial,loamy,0,0
38.91,29.42,70.17,2.86,development,loamy,28.57,0
31.05,24.92,84.12,2.6,mid_season,sandy,19.0,0
40.07,29.08,71.78,2.69,initial,sandy,3.24,0
52.22,22.08,75.45,0,late,loamy,0,0
46.48,20.13,61.6,3.44,late,loamy,13.33,0
52.25,32.06,73.25,4.64,late,loamy,14.98,0
86.9,26.81,49.34,4.04,mid_season,sandy,34.33,0
37.44,28.14,83.51,4.53,mid_season,sandy,5.86,0
71.92,19.33,65.37,2.87,development,loamy,1.47,0
47.53,26.77,51.68,3.97,late,clay,1.25,0
54.02,35.82,70.2,5.13,mid_season,loamy,27.97,0
62.63,24.48,46.9,2.59,late,clay,4.84,0
71.27,25.5,51.24,6.21,mid_season,loamy,6.57,0
11.01,34.51,66.0,3.67,initial,sandy,3.36,0
81.23,22.49,38.46,2.39,mid_season,sandy,0.2,0
56.27,30.34,51.43,0,late,sandy,0,1
69.19,31.06,72.02,4.0,late,sandy,5.5,0
51.54,19.07,59.84,4.26,development,loamy,19.87,0
49.18,34.96,54.74,3.71,development,clay,11.71,0
40.99,27.06,72.87,4.42,development,loamy,12.74,0
67.03,19.41,83.39,3.54,mid_season,loamy,10.38,0
55.49,32.49,42.43,0,initial,loamy,0,0
43.49,34.68,67.42,2.84,development,clay,6.18,0
36.74,22.07,83.32,1.91,initial,sandy,11.99,0
28.78,32.43,80.49,2.95,initial,clay,0.99,0
27.6,19.43,35.18,5.01,mid_season,clay,12.52,0
38.6,31.56,68.05,3.68,initial,clay,3.81,0
81.61,35.92,71.45,3.62,initial,clay,17.34,0
39.88,18.24,63.75,2.67,mid_season,sandy,5.34,0
25.68,29.78,82.06,4.73,initial,sandy,7.36,0
61.52,23.68,49.77,2.41,initial,loamy,3.39,0
45.25,34.4,65.58,4.79,mid_season,sandy,15.49,0
27.02,20.75,41.15,4.5,initial,sandy,8.77,0
77.19,33.66,47.1,6.8,mid_season,loamy,21.61,0
70.91,31.67,79.79,4.47,late,clay,17.27,0
60.03,21.4,81.46,1.62,initial,sandy,5.73,0
59.27,35.49,64.85,4.19,late,clay,26.61,0
50.48,25.22,79.0,2.73,late,clay,11.17,0
61.01,23.92,77.02,3.59,mid_season,sandy,11.02,0
31.77,28.1,47.6,5.31,development,loamy,1.25,0
70.23,29.87,63.45,6.09,mid_season,clay,17.05,0
47.8,34.43,60.45,2.87,mid_season,loamy,13.65,0
76.18,30.66,75.24,5.01,late,loamy,6.17,0
37.09,33.56,38.03,3.65,mid_season,sandy,11.38,0
58.57,29.93,46.04,0,development,loamy,0,0
60.97,27.64,66.88,3.84,mid_season,clay,17.19,0
29.18,32.23,65.77,3.7,mid_season,loamy,13.05,0
70.12,33.37,46.98,3.88,late,clay,19.22,0
56.63,33.88,54.93,2.19,late,clay,18.25,0
27.02,22.19,72.99,4.8,late,sandy,9.88,0
39.62,33.38,45.17,4.58,mid_season,loamy,14.31,0
52.58,25.42,84.4,4.84,initial,clay,8.7,0
19.07,32.91,64.29,5.02,late,sandy,17.97,0
54.31,25.97,63.2,2.58,initial,sandy,5.69,0
57.34,33.29,81.41,5.07,development,sandy,14.93,0
50.5,32.89,71.39,0,initial,sandy,0,0
69.28,18.84,68.3,3.78,development,clay,13.96,0
66.62,33.82,81.14,4.73,late,loamy,9.54,0
66.05,28.2,60.87,3.68,development,loamy,7.7,0
53.96,29.48,64.0,5.13,mid_season,loamy,7.94,0
95,20.65,65.22,3.54,late,loamy,5.84,0
52.36,25.51,52.14,1.67,mid_season,loamy,7.78,0
46.87,35.87,58.07,4.79,development,clay,18.05,0
66.64,33.8,79.12,4.94,late,sandy,7.91,0
47.23,27.67,80.39,3.64,development,sandy,12.75,0
58.98,32.72,58.68,0,initial,clay,0,0
72.11,30.69,75.89,4.71,mid_season,loamy,5.94,0
42.43,31.49,39.0,0,initial,sandy,0,0
56.69,30.56,45.57,0,mid_season,loamy,0,0
52.43,24.49,54.45,3.52,initial,sandy,9.41,0
50.68,19.75,35.9,5.25,development,loamy,2.03,0
51.84,31.32,74.5,4.77,development,sandy,6.9,0
68.77,19.28,36.58,0,development,loamy,0,0
55.05,33.0,77.72,4.62,late,sandy,5.94,0
20.56,29.26,83.99,4.07,mid_season,sandy,20.37,0
27.08,21.91,45.03,4.31,initial,clay,4.16,0
33.68,33.78,68.0,0,initial,clay,0,0
56.73,24.84,64.73,3.23,development,sandy,2.8,0
40.24,34.78,67.68,2.31,mid_season,sandy,15.51,0
5,22.5,45.16,4.6,mid_season,loamy,21.03,0
46.45,34.52,77.05,5.2,mid_season,clay,9.08,0
37.78,34.13,81.23,4.69,development,clay,6.8,0
59.49,28.46,61.91,6.17,mid_season,loamy,9.18,0
77.47,20.7,36.17,5.09,development,loamy,13.98,0
59.31,23.47,65.83,3.04,development,sandy,10.23,0
64.11,26.23,53.41,2.97,mid_season,loamy,4.24,0
36.89,27.6,71.99,1.75,late,sandy,5.24,0
39.64,23.26,40.75,4.13,initial,clay,4.74,0
50.16,27.44,61.04,0,development,loamy,0,1
54.56,27.28,58.22,4.44,development,sandy,3.37,0
27.17,22.33,44.17,4.34,mid_season,clay,6.84,0
72.95,20.83,55.21,3.04,late,loamy,19.65,0
43.7,24.78,68.79,2.45,late,loamy,3.31,0
85.71,22.82,76.1,5.4,mid_season,loamy,13.09,0
5,35.34,61.39,5.97,initial,sandy,4.01,0
44.52,32.98,43.93,4.96,late,sandy,7.36,0
66.9,26.42,66.16,5.07,development,clay,10.47,0
29.32,25.03,69.58,4.25,development,sandy,10.38,0
27.39,34.01,80.98,4.64,late,loamy,7.44,0
47.39,20.11,66.63,5.68,initial,sandy,5.53,0
93.55,18.19,76.82,4.81,development,clay,8.7,0
57.11,29.9,83.78,5.17,initial,loamy,9.0,0
53.13,22.57,74.77,5.12,development,loamy,12.13,0
36.27,21.52,84.03,3.5,mid_season,clay,8.35,0
54.37,27.85,35.12,4.97,late,clay,5.53,0
69.01,27.23,37.41,2.79,mid_season,sandy,12.48,0
94.71,29.14,81.32,5.19,initial,clay,7.8,0
64.85,22.4,76.94,3.49,mid_season,sandy,4.89,0
66.72,25.4,45.41,0,development,sandy,0,0
58.22,27.31,79.96,3.24,mid_season,sandy,5.22,0
85.35,29.57,69.08,0,initial,sandy,0,0
34.89,28.54,68.29,4.81,mid_season,loamy,9.45,0
67.67,28.14,75.06,3.64,development,sandy,9.2,0
41.66,19.52,49.99,3.62,late,clay,23.18,0
69.13,32.12,49.15,4.46,development,loamy,4.82,0
64.83,26.45,42.02,3.61,initial,clay,5.12,0
46.72,30.44,41.14,0,initial,sandy,0,0
51.48,34.82,61.01,3.81,mid_season,clay,17.17,0
95,22.85,64.6,3.64,initial,sandy,9.47,0
64.52,25.8,66.23,0,initial,clay,0,0
59.98,21.54,66.05,4.12,development,sandy,9.41,0
67.27,21.35,75.41,4.01,initial,clay,15.69,0
7.92,33.29,46.33,5.26,mid_season,loamy,4.27,0
43.72,25.52,60.92,3.7,initial,loamy,1.72,0
43.31,18.14,61.33,4.21,mid_season,clay,5.82,0
34.32,21.4,51.34,3.54,development,sandy,6.66,0
51.98,26.95,49.57,3.57,late,sandy,9.83,0
44.11,33.39,41.02,0,initial,loamy,0,0
70.99,35.27,44.74,0,development,sandy,0,0
44.04,35.95,83.52,5.99,mid_season,loamy,8.52,0
68.08,25.85,82.74,1.54,initial,clay,11.83,0
53.57,32.36,46.05,0,initial,sandy,0,0
65.15,35.65,79.68,4.83,development,sandy,12.46,0
74.04,32.7,62.36,2.56,development,clay,11.8,0
64.57,20.87,78.68,5.44,late,loamy,6.13,0
46.47,31.78,60.73,5.05,late,loamy,20.68,0
57.17,31.61,49.73,4.66,mid_season,sandy,9.28,0
70.01,33.76,46.57,4.33,mid_season,loamy,8.92,0
86.34,35.98,79.45,4.91,mid_season,sandy,8.91,0
39.59,30.76,59.32,3.71,initial,loamy,9.93,0
37.67,34.48,78.78,0,development,loamy,0,1
52.96,34.25,57.2,2.82,mid_season,loamy,16.5,0
50.44,25.88,80.08,5.26,mid_season,clay,18.48,0
56.52,25.68,73.68,3.69,initial,loamy,8.95,0
28.59,29.12,51.97,2.93,mid_season,clay,3.98,0
37.12,22.38,59.34,3.63,development,sandy,16.44,0
65.23,28.6,40.68,4.26,mid_season,clay,7.92,0
54.95,33.22,57.55,4.75,mid_season,loamy,0.57,0
75.17,33.27,68.43,4.87,development,clay,10.96,0
63.36,34.12,80.4,2.56,late,sandy,6.15,0
51.71,31.38,41.82,3.67,initial,sandy,4.12,0
42.41,26.7,53.13,3.19,late,loamy,15.91,0
52.27,28.24,67.71,4.76,development,loamy,10.46,0
37.58,18.01,79.7,2.8,initial,clay,4.14,0
60.03,32.82,39.58,5.35,late,clay,11.01,0
58.42,31.1,63.44,4.09,late,loamy,13.76,0
73.78,31.31,66.84,4.68,development,clay,13.43,0
79.17,24.87,48.57,0,initial,loamy,0,0
63.83,33.13,56.7,5.24,mid_season,sandy,18.22,0
53.27,29.15,52.26,2.27,mid_season,loamy,15.09,0
31.34,27.42,73.26,4.47,late,clay,14.73,0
68.81,32.89,57.08,2.63,development,sandy,13.49,0
79.49,35.71,52.36,2.92,mid_season,sandy,14.42,0
43.14,33.71,67.1,0.37,late,loamy,11.44,0
38.02,32.75,37.89,3.4,mid_season,loamy,4.86,0
68.03,29.52,80.6,3.62,late,loamy,16.85,0
83.17,35.04,65.08,5.02,development,loamy,9.28,0
44.85,28.64,51.62,4.73,mid_season,loamy,2.55,0
46.02,30.34,68.7,2.97,initial,clay,19.04,0
72.23,35.01,75.1,2.52,development,sandy,22.5,0
58.92,26.54,44.63,4.12,late,clay,3.1,0
33.23,27.62,69.44,2.31,mid_season,sandy,9.36,0
63.36,27.33,49.54,4.7,development,loamy,1.06,0
79.79,25.74,39.65,4.26,mid_season,clay,7.1,0
35.43,25.64,78.6,4.23,initial,sandy,4.7,0
74.78,27.49,53.72,2.87,initial,sandy,12.0,0
31.84,30.48,69.55,3.72,development,loamy,8.54,0
58.19,26.25,81.8,4.23,late,sandy,6.96,0
52.06,19.86,55.38,5.26,initial,sandy,11.46,0
36.22,26.86,65.03,4.03,late,sandy,13.55,0
60.11,27.16,44.64,4.31,initial,loamy,2.3,0
48.6,24.8,50.2,2.83,mid_season,loamy,15.15,0
