soil_moisture_pct,temperature_c,humidity_pct,flow_rate_lpm,growth_stage,soil_type,recent_irrigation_l,irrigation_required
31.25,15.85,36.81,3.72,mid_season,clay,16.36,0
41.19,33.33,36.48,3.2,mid_season,clay,11.74,0
72.93,31.64,63.87,5.35,mid_season,loamy,8.85,0
50.78,12.57,84.69,4.29,development,loamy,9.25,0
73.08,25.78,41.33,0,development,sandy,0,0
60.46,23.73,51.85,3.95,mid_season,sandy,5.74,0
78.9,21.33,43.29,4.0,late,loamy,2.67,0
53.68,19.59,60.17,4.72,development,loamy,10.02,0
55.36,32.85,84.63,2.31,initial,sandy,8.27,0
49.02,18.93,43.43,3.3,development,clay,1.02,0
88.37,27.11,63.48,4.43,late,loamy,7.32,0
66.64,12.55,40.15,3.77,mid_season,loamy,2.06,0
72.18,27.81,58.36,4.87,mid_season,loamy,7.4,0
21.96,28.95,55.27,0,development,sandy,0,1
46.69,19.43,75.33,3.24,mid_season,sandy,0.07,0
81.31,32.53,64.39,2.13,late,clay,5.06,0
60.52,19.6,49.13,0,mid_season,loamy,0,0
51.09,30.05,42.35,5.63,mid_season,clay,17.08,0
35.21,21.59,48.59,4.12,mid_season,sandy,17.93,0
60.27,22.23,36.74,3.13,development,clay,6.47,0
47.2,24.36,82.2,2.24,development,loamy,0.19,0
73.17,31.25,43.75,4.08,late,loamy,5.21,0
67.97,18.25,51.99,2.87,development,clay,14.33,0
54.44,26.15,42.54,5.21,late,sandy,5.52,0
59.04,15.94,70.4,2.62,initial,sandy,9.76,0
75.36,29.4,47.45,4.48,development,sandy,0.9,0
61.62,33.35,42.35,5.42,initial,clay,2.88,0
69.57,27.3,40.64,5.66,initial,loamy,9.3,0
48.66,15.19,78.11,0,initial,sandy,0,0
62.13,17.38,62.76,4.45,mid_season,clay,19.6,0
48.48,33.24,59.03,4.5,late,sandy,8.53,0
30.6,29.92,40.59,5.89,late,sandy,10.42,0
68.16,28.18,49.55,3.52,late,loamy,3.67,0
77.07,31.48,37.12,3.23,initial,loamy,6.96,0
84.97,22.82,36.22,3.77,development,clay,4.52,0
47.15,21.5,60.58,3.77,development,sandy,6.77,0
95,27.88,76.55,3.26,initial,loamy,5.04,0
69.28,33.11,40.59,6.68,initial,clay,1.7,0
54.42,24.17,84.57,3.26,late,sandy,9.16,0
38.96,31.44,61.12,2.32,initial,sandy,7.4,0
59.14,18.24,48.08,2.4,development,sandy,17.89,0
50.88,29.16,65.48,7.16,development,loamy,6.36,0
64.68,30.26,44.08,3.69,initial,loamy,11.08,0
53.65,24.21,76.43,3.47,initial,sandy,4.85,0
29.05,19.19,62.39,4.21,mid_season,clay,14.21,0
48.7,13.74,58.28,4.16,mid_season,sandy,7.81,0
64.21,18.34,78.97,0,development,loamy,0,0
38.02,18.05,56.08,0,mid_season,clay,0,1
37.11,25.64,51.81,3.99,late,clay,14.55,0
60.09,27.4,54.1,4.0,mid_season,clay,16.34,0
66.2,31.44,71.47,5.31,mid_season,clay,16.88,0
34.6,33.37,40.1,0,initial,loamy,0,1
68.4,19.49,59.69,4.57,mid_season,clay,12.59,0
65.08,23.37,84.26,3.95,initial,sandy,0.89,0
54.46,15.89,67.79,0,late,loamy,0,0
17.37,18.52,63.45,0,initial,loamy,0,0
56.01,24.23,52.62,0,late,sandy,0,1
60.64,16.1,74.14,3.33,mid_season,clay,23.18,0
50.6,17.1,58.46,0,initial,clay,0,0
30.27,15.94,59.34,4.29,development,loamy,15.79,0
54.91,26.11,83.69,5.48,development,sandy,18.68,0
58.3,32.6,41.77,4.53,mid_season,clay,1.21,0
52.82,27.35,53.91,2.87,initial,sandy,11.52,0
50.26,29.98,48.72,0,mid_season,loamy,0,1
73.49,22.77,81.99,5.37,late,loamy,3.84,0
78.19,16.49,37.95,4.99,development,loamy,4.37,0
37.67,17.7,55.34,4.69,development,sandy,0.53,0
31.78,25.11,83.95,3.02,mid_season,sandy,0.05,0
28.25,19.57,71.52,3.36,development,loamy,11.39,0
47.71,21.04,72.98,4.06,initial,sandy,4.41,0
36.37,16.73,56.19,3.17,late,loamy,6.85,0
55.12,14.9,72.49,3.27,development,clay,2.28,0
45.48,30.17,76.86,3.12,initial,sandy,9.17,0
64.95,26.59,84.67,2.54,late,loamy,12.11,0
58.31,27.17,77.58,5.09,late,sandy,11.26,0
72.36,12.85,39.11,4.82,development,clay,4.58,0
93.07,15.56,77.99,4.72,initial,clay,2.17,0
26.77,21.71,75.61,4.52,mid_season,sandy,2.43,0
86.38,13.39,44.31,5.25,late,loamy,14.14,0
59.49,17.19,47.9,4.37,development,loamy,12.9,0
52.04,13.42,43.23,4.71,initial,clay,8.08,0
73.66,13.45,41.65,0,initial,loamy,0,0
62.94,13.52,43.72,2.79,mid_season,loamy,11.2,0
55.08,14.69,78.8,5.01,development,loamy,19.85,0
48.4,15.93,34.93,4.24,late,sandy,10.55,0
59.69,30.12,50.73,3.96,development,clay,13.28,0
53.61,15.21,38.99,4.57,late,sandy,2.48,0
67.11,18.92,70.15,5.82,initial,clay,14.12,0
47.81,31.19,35.62,0,mid_season,loamy,0,1
18.6,16.33,84.89,0,initial,loamy,0,0
38.71,12.01,83.75,4.95,mid_season,loamy,2.19,0
32.04,25.81,60.69,4.84,late,loamy,4.79,0
66.98,29.99,43.69,5.32,initial,loamy,10.09,0
84.26,14.11,66.42,6.77,development,sandy,7.32,0
84.68,29.29,30.03,4.17,development,sandy,1.06,0
56.78,27.38,76.72,5.39,development,loamy,7.57,0
68.73,21.31,48.34,5.72,late,clay,7.69,0
62.9,26.88,63.84,2.21,development,clay,14.8,0
48.5,13.54,75.82,5.72,initial,clay,9.57,0
66.36,20.37,48.71,2.76,initial,loamy,22.93,0
56.23,23.31,78.69,1.73,initial,sandy,11.8,0
61.28,33.81,72.5,3.53,mid_season,loamy,17.96,0
86.78,17.49,50.76,3.27,initial,sandy,2.81,0
24.84,18.69,45.64,3.88,mid_season,loamy,12.25,0
56.85,32.07,68.28,3.71,initial,sandy,3.39,0
41.85,26.1,33.94,4.7,initial,loamy,10.23,0
54.43,13.28,80.95,2.69,initial,clay,10.74,0
25.84,21.56,75.42,3.05,initial,loamy,7.24,0
33.92,16.3,64.93,0,initial,clay,0,0
28.08,27.11,83.24,0,initial,loamy,0,0
44.63,27.42,52.46,0,development,clay,0,1
69.45,27.39,77.22,0,development,sandy,0,0
59.97,15.88,49.34,0,development,loamy,0,0
95,18.16,31.44,4.46,development,loamy,5.81,0
54.51,13.03,32.79,3.67,mid_season,loamy,1.48,0
59.14,15.63,62.18,2.86,development,sandy,2.19,0
49.13,13.56,44.29,3.44,late,clay,6.69,0
72.08,29.39,55.29,3.95,development,loamy,3.26,0
58.99,28.76,52.3,3.36,late,clay,5.21,0
44.36,14.76,69.44,0,late,loamy,0,1
29.49,18.08,38.98,0,mid_season,loamy,0,1
86.99,17.12,80.18,3.19,late,loamy,9.85,0
53.26,16.62,42.75,3.74,development,clay,12.17,0
35.87,29.48,63.85,4.86,mid_season,loamy,11.01,0
39.12,31.86,38.08,0,initial,sandy,0,1
72.26,33.4,56.83,5.04,initial,loamy,6.16,0
49.54,14.48,52.14,4.59,initial,clay,6.78,0
58.36,27.65,48.71,2.57,initial,loamy,8.24,0
45.17,23.44,79.64,3.45,initial,loamy,25.97,0
62.36,27.09,81.3,3.26,mid_season,sandy,6.63,0
65.1,15.38,33.66,3.95,development,sandy,7.54,0
23.03,28.93,30.4,4.72,development,clay,14.45,0
77.15,22.78,54.87,4.31,mid_season,sandy,5.33,0
46.49,14.95,34.52,3.25,mid_season,sandy,8.46,0
65.31,20.8,42.34,3.15,late,loamy,5.22,0
15.88,15.38,52.6,4.77,late,sandy,13.47,0
84.58,32.2,84.98,2.73,mid_season,loamy,11.42,0
46.8,31.16,47.24,5.07,late,clay,18.05,0
29.4,32.32,54.29,4.41,development,loamy,2.4,0
69.53,33.07,74.32,3.11,late,loamy,10.09,0
49.74,14.15,39.32,3.83,mid_season,sandy,15.08,0
61.34,23.49,49.54,3.2,late,clay,18.69,0
31.84,19.32,67.14,4.7,mid_season,sandy,6.88,0
34.29,32.52,37.4,4.78,late,sandy,4.25,0
68.02,17.88,30.51,3.53,late,sandy,9.87,0
55.79,31.7,46.47,4.45,initial,loamy,9.39,0
43.76,17.33,82.14,0,late,sandy,0,1
37.28,19.09,67.01,4.41,development,sandy,2.14,0
71.05,28.78,38.81,2.92,development,sandy,7.0,0
75.91,24.85,41.96,6.59,mid_season,clay,18.79,0
44.29,31.32,80.97,5.09,initial,clay,25.37,0
54.23,22.34,63.9,4.25,mid_season,sandy,6.87,0
21.45,20.99,41.8,0,development,sandy,0,1
30.35,27.55,55.45,0,initial,sandy,0,0
50.27,23.0,32.32,4.59,initial,sandy,1.62,0
76.78,22.07,34.86,3.68,initial,sandy,5.56,0
40.01,19.48,33.64,3.59,late,sandy,0.75,0
49.35,22.53,74.64,4.88,late,sandy,13.03,0
31.51,16.1,30.82,0,development,clay,0,1
64.96,29.26,55.99,2.65,mid_season,clay,10.48,0
35.41,29.7,66.97,5.31,initial,clay,7.98,0
22.71,21.54,31.43,3.68,development,loamy,1.92,0
44.47,29.14,68.58,3.7,initial,clay,2.49,0
44.62,13.92,32.66,3.98,initial,sandy,6.06,0
50.2,19.03,70.58,4.65,development,clay,0.38,0
53.49,13.1,47.41,4.72,initial,clay,12.35,0
55.71,21.71,33.88,3.07,mid_season,clay,9.13,0
51.33,19.96,68.68,3.41,initial,sandy,4.53,0
39.48,20.52,33.14,4.13,initial,clay,11.07,0
65.21,33.05,73.1,4.18,mid_season,loamy,4.33,0
48.48,17.74,32.38,3.69,mid_season,clay,10.48,0
70.22,13.86,65.59,4.01,development,clay,12.14,0
69.47,30.6,32.17,3.44,development,clay,9.2,0
37.94,16.68,41.82,5.05,development,loamy,16.71,0
57.9,24.45,43.25,3.0,mid_season,loamy,6.28,0
31.13,26.51,38.4,2.36,development,loamy,13.56,0
67.68,12.1,36.86,3.39,late,sandy,3.09,0
44.06,33.45,60.95,4.33,development,sandy,2.87,0
27.65,13.12,79.4,4.27,initial,loamy,8.09,0
65.76,14.04,56.42,2.05,late,loamy,18.01,0
60.78,19.32,69.94,3.98,late,sandy,9.76,0
38.13,31.2,37.84,0,initial,loamy,0,1
83.92,20.62,53.39,3.43,development,clay,8.98,0
52.74,13.65,37.16,3.8,mid_season,clay,19.78,0
75.49,19.28,81.72,0,late,sandy,0,0
52.24,27.32,63.73,4.69,mid_season,sandy,5.28,0
28.88,31.38,84.15,0,initial,loamy,0,0
62.9,24.31,71.28,5.18,mid_season,clay,11.28,0
57.21,28.75,79.96,3.14,mid_season,loamy,27.23,0
39.18,32.0,31.87,4.11,initial,clay,15.87,0
49.31,23.37,69.06,4.35,initial,clay,9.29,0
15.42,20.31,63.1,5.6,development,clay,5.59,0
36.48,21.04,56.46,3.15,initial,clay,11.04,0
68.94,12.52,77.22,4.26,development,sandy,9.02,0
38.35,13.81,31.39,5.33,late,sandy,6.02,0
89.73,33.04,53.78,4.75,mid_season,clay,16.0,0
27.26,14.24,34.48,6.39,mid_season,clay,10.48,0
43.09,32.1,67.88,3.51,late,loamy,7.64,0
50.27,12.77,38.1,5.68,mid_season,loamy,11.03,0
56.8,16.34,78.64,0,initial,loamy,0,0
60.66,25.08,41.54,4.62,mid_season,loamy,12.86,0
39.22,32.05,66.0,2.26,late,sandy,6.47,0
93.11,23.41,42.12,2.71,late,loamy,5.58,0
52.41,23.62,80.51,4.26,initial,clay,0.36,0
44.13,19.43,40.67,3.35,mid_season,loamy,19.39,0
52.22,13.31,66.03,2.74,development,sandy,9.39,0
63.92,15.82,58.19,4.95,late,loamy,12.9,0
53.37,21.26,38.82,4.02,initial,loamy,8.2,0
42.9,22.55,57.06,3.4,late,sandy,3.74,0
47.95,33.17,81.22,4.86,development,sandy,1.28,0
40.69,22.49,62.99,4.87,late,clay,20.0,0
39.19,26.66,48.05,2.86,development,sandy,15.46,0
60.24,32.78,82.0,4.08,initial,loamy,14.54,0
56.54,18.12,79.59,5.4,development,clay,9.64,0
47.93,22.83,30.92,4.44,mid_season,loamy,18.12,0
26.99,15.43,64.98,3.23,late,sandy,10.13,0
67.0,30.83,82.1,1.65,late,clay,7.76,0
58.78,13.16,55.78,3.99,development,clay,6.92,0
56.08,24.84,78.11,2.43,late,loamy,10.53,0
84.42,14.71,32.56,2.35,development,loamy,10.78,0
53.13,23.86,47.04,3.01,initial,clay,6.92,0
38.75,24.37,80.3,3.81,initial,loamy,6.41,0
55.09,25.89,63.78,3.51,late,loamy,0.76,0
50.71,23.31,67.02,2.89,mid_season,clay,15.35,0
51.99,20.57,37.85,4.49,development,clay,1.69,0
58.17,23.52,38.54,5.27,initial,loamy,3.26,0
65.59,32.59,69.65,2.78,mid_season,clay,10.51,0
48.36,28.32,36.95,5.51,initial,sandy,7.35,0
40.96,31.36,76.14,4.28,development,sandy,17.77,0
58.25,13.35,32.45,3.34,development,loamy,15.33,0
57.99,16.03,59.85,3.3,development,loamy,2.52,0
47.75,33.46,71.83,4.93,mid_season,loamy,7.24,0
51.4,18.99,38.65,2.72,development,loamy,15.34,0
57.59,18.48,52.73,0,initial,clay,0,0
53.81,18.52,79.94,0,initial,clay,0,0
51.13,20.36,49.45,0,development,clay,0,0
66.75,32.07,51.5,4.85,late,clay,5.75,0
63.14,20.33,37.6,0,development,loamy,0,0
61.31,31.39,49.82,5.03,mid_season,loamy,17.28,0
73.14,12.86,73.21,3.96,initial,clay,8.17,0
45.78,14.48,60.12,4.37,late,clay,14.96,0
63.44,31.21,52.04,3.57,initial,sandy,3.65,0
43.42,28.06,30.31,4.88,mid_season,loamy,14.13,0
49.85,23.79,45.51,2.98,development,loamy,5.34,0
48.46,32.38,67.08,4.59,late,loamy,10.93,0
64.02,24.62,80.27,3.29,development,sandy,1.62,0
73.47,13.89,37.9,4.9,development,sandy,10.3,0
71.1,26.85,53.26,0,late,sandy,0,0
67.23,24.26,76.09,3.71,late,clay,24.22,0
52.56,22.73,45.43,3.4,development,clay,3.46,0
63.5,19.63,46.51,4.08,late,loamy,10.98,0
56.05,12.32,42.32,4.53,mid_season,clay,12.73,0
42.11,31.31,31.85,3.3,initial,clay,6.07,0
81.87,25.84,84.75,4.61,late,loamy,1.76,0
34.11,24.04,65.34,5.32,mid_season,loamy,17.49,0
71.2,20.73,78.19,4.31,mid_season,clay,12.13,0
52.67,30.48,78.27,2.98,late,sandy,20.56,0
71.18,20.99,61.26,1.07,mid_season,clay,14.73,0
72.24,28.79,63.86,5.56,mid_season,loamy,13.81,0
60.39,33.81,72.02,2.18,development,clay,14.98,0
45.31,20.68,48.81,2.43,initial,clay,7.17,0
41.42,17.71,51.9,3.22,initial,loamy,2.9,0
22.87,17.82,49.2,3.41,late,sandy,17.59,0
42.45,19.03,43.47,3.6,development,sandy,5.42,0
75.11,25.36,70.33,5.26,late,sandy,8.58,0
16.71,27.07,46.59,2.59,development,loamy,16.28,0
49.46,23.92,58.8,2.09,initial,loamy,11.91,0
31.95,23.06,52.78,4.28,late,clay,11.12,0
23.25,33.2,72.83,3.85,initial,clay,11.32,0
62.49,30.47,75.22,5.65,late,sandy,6.43,0
56.81,18.85,77.58,3.34,mid_season,sandy,8.47,0
27.67,27.83,68.06,3.19,development,sandy,24.19,0
34.09,12.64,36.67,3.45,initial,sandy,8.1,0
45.95,18.36,75.96,5.16,mid_season,sandy,4.46,0
53.76,31.61,75.93,2.92,initial,loamy,2.22,0
52.14,14.85,68.09,3.36,development,clay,7.73,0
64.87,21.03,83.62,0,development,sandy,0,0
40.42,30.28,56.93,4.93,initial,loamy,6.33,0
12.05,18.67,68.0,5.41,mid_season,clay,11.26,0
36.03,33.42,68.09,1.76,mid_season,loamy,12.53,0
78.87,12.57,63.13,4.78,late,sandy,7.35,0
43.49,13.37,35.51,2.57,development,sandy,9.51,0
55.13,23.39,36.44,3.3,development,clay,7.31,0
53.32,30.42,37.44,3.84,development,loamy,0.57,0
30.74,22.42,53.07,2.5,mid_season,loamy,6.92,0
44.97,15.07,82.78,3.15,mid_season,sandy,11.21,0
26.34,21.71,43.18,3.09,initial,clay,4.62,0
95,23.98,83.85,4.28,initial,loamy,1.89,0
52.04,29.5,64.44,4.51,late,clay,3.7,0
39.17,13.1,75.0,3.13,development,clay,11.14,0
65.4,15.82,38.1,4.12,development,loamy,9.53,0
55.06,27.74,84.81,2.78,late,clay,12.8,0
66.16,16.49,49.12,5.22,development,loamy,7.1,0
47.53,23.37,73.34,5.1,late,loamy,10.02,0
34.32,14.77,30.42,3.94,initial,loamy,3.62,0
30.87,16.64,45.7,4.52,mid_season,sandy,11.84,0
59.71,29.72,64.36,3.16,late,clay,17.29,0
32.59,13.7,71.54,6.63,initial,loamy,3.19,0
51.7,23.6,62.3,4.72,mid_season,sandy,20.57,0
57.5,23.98,81.69,4.07,late,loamy,3.96,0
46.7,26.9,62.01,5.53,late,loamy,7.51,0
35.65,27.92,55.33,3.96,mid_season,sandy,2.93,0
61.82,23.25,51.07,3.99,late,sandy,27.48,0
33.65,24.51,82.62,4.47,mid_season,loamy,17.64,0
88.34,29.43,84.27,3.88,late,sandy,20.5,0
40.99,28.77,66.36,0,late,sandy,0,1
60.43,29.67,68.26,4.5,initial,sandy,6.41,0
37.51,13.68,42.8,0,late,sandy,0,1
45.88,19.12,84.14,4.34,late,clay,11.85,0
67.94,33.71,80.72,0,late,sandy,0,0
13.49,18.92,39.86,2.49,development,sandy,15.52,0
69.22,15.86,31.69,2.69,late,loamy,5.21,0
50.07,30.06,60.96,3.58,initial,clay,7.07,0
45.73,18.57,78.73,4.39,mid_season,sandy,0.84,0
35.54,24.06,66.51,0,initial,loamy,0,0
44.69,23.64,68.81,5.48,mid_season,sandy,8.28,0
68.41,13.37,60.55,4.7,initial,loamy,13.66,0
33.51,15.19,44.51,2.69,mid_season,sandy,10.95,0
42.09,33.05,65.56,2.5,development,sandy,4.31,0
76.42,14.44,68.08,2.88,development,loamy,11.62,0
61.82,19.37,41.3,3.9,development,loamy,4.76,0
60.11,20.28,46.43,3.71,development,sandy,9.75,0
91.65,19.67,71.61,4.94,late,clay,9.54,0
83.86,17.18,62.18,4.01,mid_season,sandy,2.08,0
56.48,20.72,45.38,4.51,initial,loamy,3.38,0
75.61,13.85,49.94,4.48,initial,sandy,2.08,0
67.73,33.8,78.04,3.44,development,loamy,10.57,0
43.91,18.12,64.4,3.2,development,loamy,8.21,0
45.27,14.41,74.88,3.57,initial,loamy,4.11,0
72.4,15.78,73.19,6.73,development,loamy,3.69,0
65.86,18.73,62.51,5.79,late,sandy,8.01,0
71.05,18.56,69.14,3.78,mid_season,sandy,1.77,0
81.2,29.94,70.59,4.11,initial,clay,11.41,0
63.78,20.33,62.8,4.63,development,loamy,13.75,0
47.82,29.17,39.63,5.21,late,loamy,22.71,0
44.01,31.63,52.16,5.92,mid_season,sandy,7.08,0
27.52,25.14,75.3,4.12,development,loamy,3.22,0
25.37,18.47,42.64,4.57,late,loamy,1.92,0
51.9,15.54,67.1,5.17,mid_season,loamy,4.51,0
71.45,32.76,55.22,3.53,mid_season,loamy,12.24,0
71.04,23.63,50.29,4.64,mid_season,sandy,7.38,0
61.07,30.08,73.21,3.1,late,clay,15.77,0
52.85,24.44,65.52,6.03,late,clay,9.56,0
63.41,19.63,73.4,0,initial,sandy,0,0
71.41,21.72,47.7,3.27,development,sandy,6.8,0
80.12,18.51,45.07,3.48,development,sandy,4.06,0
61.77,27.47,75.15,3.37,development,sandy,10.92,0
30.17,23.47,50.0,4.18,mid_season,loamy,14.14,0
50.69,29.66,39.22,3.95,initial,sandy,3.22,0
63.85,18.57,55.11,0,development,loamy,0,0
66.88,17.98,37.2,2.72,initial,loamy,8.81,0
54.0,15.93,68.04,2.49,development,clay,4.64,0
47.43,26.78,31.08,0,initial,sandy,0,1
45.38,21.95,50.47,4.17,development,sandy,7.88,0
32.18,20.98,40.93,2.68,development,clay,10.9,0
65.12,15.38,65.05,4.21,development,loamy,9.38,0
