soil_moisture_pct,temperature_c,humidity_pct,flow_rate_lpm,growth_stage,soil_type,recent_irrigation_l,irrigation_required
38.27,28.07,85.15,3.0,development,clay,4.94,0
40.53,20.95,55.02,4.01,mid_season,clay,15.97,0
40.98,20.28,46.42,6.19,mid_season,sandy,12.72,0
71.73,26.59,52.24,2.09,development,clay,12.8,0
26.51,34.39,85.04,5.61,initial,loamy,8.73,0
63.04,30.43,40.94,0,mid_season,sandy,0,0
50.48,36.9,52.54,3.48,late,sandy,12.76,0
95,32.23,69.56,5.87,mid_season,sandy,3.65,0
42.58,24.9,52.58,5.67,mid_season,loamy,11.8,0
28.09,36.34,47.69,4.77,development,loamy,4.64,0
74.13,34.78,64.36,3.77,late,sandy,3.56,0
40.62,23.41,51.99,4.31,initial,sandy,13.73,0
74.46,20.48,84.35,5.19,development,sandy,12.45,0
26.87,33.3,40.88,0,mid_season,sandy,0,1
67.75,37.49,40.21,3.18,development,loamy,10.59,0
72.89,35.66,79.48,2.7,mid_season,sandy,9.67,0
59.77,32.37,51.18,4.02,initial,loamy,1.41,0
46.78,18.08,76.6,5.22,late,sandy,4.88,0
60.52,19.71,55.86,3.13,initial,sandy,11.87,0
25.22,19.7,85.38,0.8,initial,sandy,10.72,0
38.27,25.44,80.25,2.92,mid_season,sandy,2.56,0
39.05,25.64,61.84,4.48,late,clay,9.21,0
71.56,37.4,51.48,2.24,development,clay,8.21,0
36.21,30.47,77.47,5.44,development,loamy,10.52,0
42.84,19.76,62.98,2.42,mid_season,sandy,2.52,0
49.81,18.85,57.08,3.33,initial,sandy,5.61,0
70.29,26.64,59.14,4.05,mid_season,loamy,6.39,0
41.34,21.79,81.72,4.92,initial,clay,0.37,0
47.84,25.5,42.82,4.31,initial,clay,5.47,0
49.85,27.5,57.68,0,development,sandy,0,1
38.64,21.33,68.21,5.57,initial,sandy,13.35,0
38.72,29.79,58.78,3.65,mid_season,sandy,13.02,0
85.81,35.91,50.48,3.32,development,loamy,1.88,0
40.51,33.68,83.81,3.65,initial,clay,5.12,0
65.05,32.75,69.83,0,initial,loamy,0,0
81.4,26.18,75.73,0.94,development,sandy,6.46,0
67.93,25.5,46.09,4.45,mid_season,sandy,10.72,0
61.15,30.78,48.33,5.99,mid_season,clay,10.53,0
51.53,23.11,63.56,2.65,initial,sandy,5.68,0
36.85,35.81,40.95,0,development,sandy,0,1
58.77,31.65,87.88,6.31,late,sandy,5.71,0
39.25,32.4,74.81,4.28,late,loamy,18.42,0
77.52,32.57,63.23,4.95,mid_season,clay,8.64,0
68.68,26.22,70.87,4.92,mid_season,clay,26.51,0
47.33,29.86,79.99,4.1,late,loamy,4.94,0
62.37,36.81,84.78,5.51,late,loamy,5.44,0
66.99,20.43,44.86,3.38,mid_season,loamy,1.97,0
25.63,20.38,77.4,3.81,initial,clay,16.02,0
68.2,25.7,42.78,2.84,mid_season,loamy,0.64,0
35.75,22.41,66.01,3.21,initial,sandy,1.88,0
69.07,24.07,41.59,0,initial,loamy,0,0
65.96,32.79,84.41,3.44,initial,loamy,4.5,0
38.9,31.92,66.47,4.11,late,sandy,10.47,0
39.51,35.8,40.07,4.75,late,clay,13.03,0
67.18,33.53,54.44,2.87,initial,loamy,1.08,0
75.21,36.99,48.35,2.56,initial,clay,7.8,0
71.34,27.64,66.1,3.01,late,clay,13.63,0
40.29,31.89,73.98,3.2,late,sandy,7.27,0
50.58,33.75,89.53,4.71,mid_season,sandy,6.52,0
37.69,27.67,80.91,3.36,development,clay,10.99,0
76.95,36.69,42.82,0,development,loamy,0,0
38.81,30.09,54.4,2.12,development,sandy,10.78,0
75.36,20.13,45.63,4.0,mid_season,sandy,4.58,0
77.61,30.23,64.11,3.42,mid_season,clay,27.99,0
45.27,37.94,80.55,0,initial,clay,0,0
56.96,20.56,85.49,2.78,initial,sandy,13.28,0
64.41,18.77,68.37,6.01,development,clay,3.71,0
42.9,30.77,68.2,2.89,initial,loamy,8.01,0
73.56,22.35,67.97,2.54,late,clay,17.14,0
69.28,29.85,82.94,0,initial,clay,0,0
5,24.76,60.13,5.7,late,sandy,2.66,0
87.99,37.51,51.2,2.41,initial,sandy,0.26,0
80.76,32.95,73.87,5.2,initial,loamy,13.12,0
55.95,26.83,46.17,2.53,mid_season,loamy,12.56,0
26.52,34.79,75.12,2.78,mid_season,loamy,19.17,0
70.94,29.63,69.79,0,mid_season,sandy,0,0
49.64,29.5,87.37,3.89,initial,loamy,6.96,0
69.67,34.03,74.84,5.44,late,clay,8.43,0
46.63,26.2,48.24,3.56,development,sandy,5.15,0
69.65,31.03,66.96,4.37,mid_season,loamy,0.45,0
66.39,27.78,62.18,4.25,mid_season,clay,15.44,0
44.09,26.85,70.7,4.92,initial,sandy,10.04,0
66.15,30.91,78.79,3.64,initial,loamy,9.92,0
50.36,33.33,49.31,3.49,development,sandy,10.65,0
58.17,20.04,58.73,3.37,development,sandy,5.08,0
5,33.96,80.13,5.71,late,loamy,3.85,0
42.8,26.71,72.01,5.14,late,clay,7.44,0
69.78,21.53,46.52,4.04,late,sandy,3.91,0
74.96,19.01,65.92,3.72,development,clay,21.57,0
64.69,32.45,42.78,3.83,mid_season,sandy,9.33,0
85.82,34.68,55.3,4.37,mid_season,sandy,12.42,0
68.26,33.31,46.12,4.21,development,sandy,0.51,0
74.16,33.33,74.95,0,initial,loamy,0,0
66.48,27.57,80.51,2.82,development,loamy,9.02,0
67.58,26.07,72.97,3.83,mid_season,sandy,9.88,0
46.95,25.24,41.33,3.95,initial,clay,0.19,0
87.04,23.33,48.87,4.73,development,clay,14.13,0
79.06,35.89,50.22,2.53,late,sandy,3.72,0
68.79,31.08,78.23,5.17,mid_season,sandy,1.33,0
38.23,30.12,62.32,4.2,mid_season,loamy,12.28,0
60.41,29.88,66.76,4.93,late,loamy,9.9,0
49.03,20.75,70.94,5.64,development,loamy,14.79,0
68.2,34.04,60.88,3.29,initial,sandy,11.85,0
60.16,30.44,68.45,0,initial,sandy,0,0
62.9,34.25,81.86,3.13,late,sandy,10.04,0
43.57,33.01,72.14,4.45,initial,clay,12.37,0
50.27,34.72,70.73,4.27,initial,clay,4.83,0
45.47,23.94,52.24,3.84,mid_season,sandy,1.09,0
59.25,34.65,40.23,5.24,development,clay,3.95,0
47.97,20.93,58.78,6.4,mid_season,clay,16.72,0
15.51,26.47,60.78,3.16,mid_season,loamy,9.91,0
73.76,35.85,64.78,2.83,mid_season,clay,3.33,0
84.51,29.93,47.59,3.15,mid_season,sandy,10.82,0
64.8,35.39,60.08,0,mid_season,sandy,0,0
37.19,34.14,71.01,3.27,initial,clay,2.23,0
72.52,24.83,44.79,3.46,development,sandy,19.08,0
41.49,23.95,77.12,0,initial,loamy,0,0
55.72,37.1,87.79,6.19,development,clay,6.79,0
95,36.69,86.13,5.05,mid_season,loamy,5.54,0
83.94,24.54,66.33,5.82,late,clay,12.43,0
49.75,21.61,42.35,4.37,mid_season,sandy,9.46,0
44.91,20.76,54.68,5.19,development,sandy,13.61,0
67.55,30.96,77.33,0,initial,sandy,0,0
43.58,20.1,73.82,2.29,initial,loamy,2.19,0
19.29,26.38,54.94,3.94,development,loamy,13.39,0
55.23,27.84,43.99,2.24,late,sandy,9.05,0
86.11,20.98,54.85,3.14,late,clay,6.24,0
70.73,29.29,77.83,4.5,late,sandy,11.82,0
70.91,30.74,85.64,3.94,initial,sandy,9.92,0
67.76,18.78,85.09,6.55,mid_season,sandy,9.75,0
84.02,27.84,49.2,3.96,initial,clay,8.05,0
23.99,18.78,86.4,3.45,late,sandy,9.33,0
39.87,37.68,65.73,5.01,development,sandy,2.26,0
95,35.15,89.72,0,development,loamy,0,0
44.84,30.83,74.55,0,late,loamy,0,1
40.3,35.93,54.53,6.44,development,clay,4.96,0
58.07,25.66,54.49,4.61,mid_season,sandy,10.39,0
59.34,34.66,75.05,4.22,mid_season,loamy,12.42,0
34.27,34.88,79.39,2.26,mid_season,sandy,10.15,0
81.25,36.47,54.73,2.12,mid_season,sandy,0.19,0
53.41,33.36,43.32,4.64,development,sandy,9.1,0
42.74,35.99,76.45,0,initial,clay,0,0
53.01,19.34,46.15,4.23,development,clay,12.14,0
77.73,24.9,46.78,3.16,mid_season,sandy,8.37,0
89.75,33.08,63.62,6.18,late,sandy,0.7,0
74.75,33.82,40.6,5.42,late,clay,2.0,0
43.39,36.34,85.62,4.88,initial,sandy,5.65,0
58.18,24.3,89.37,0,development,sandy,0,1
45.88,37.06,46.08,4.38,late,clay,15.87,0
10.95,32.4,42.47,5.31,development,clay,5.11,0
69.63,19.48,73.1,4.17,late,sandy,2.76,0
45.58,21.66,48.42,4.82,mid_season,clay,3.5,0
38.48,24.74,40.73,2.12,mid_season,clay,4.52,0
60.84,26.61,55.7,4.32,mid_season,loamy,14.82,0
51.45,28.39,41.33,5.23,late,clay,8.05,0
5,22.43,84.05,5.25,late,clay,14.52,0
72.58,21.38,53.36,6.94,development,sandy,8.95,0
55.87,24.8,87.43,2.31,late,sandy,8.66,0
73.55,26.34,76.29,5.01,mid_season,loamy,4.18,0
89.45,35.98,87.25,2.76,late,sandy,8.35,0
32.01,23.98,78.93,0,development,clay,0,1
44.29,19.8,55.93,0,initial,sandy,0,0
68.14,25.72,54.19,0,initial,loamy,0,0
53.0,37.14,64.13,3.7,late,sandy,8.37,0
33.42,24.08,53.67,0,development,loamy,0,1
67.49,33.54,76.72,0,mid_season,clay,0,0
61.76,27.87,62.92,3.41,development,sandy,20.33,0
44.47,20.58,75.81,3.82,late,clay,4.57,0
37.65,33.16,62.17,4.29,development,sandy,12.45,0
86.95,24.3,87.64,2.91,late,loamy,8.06,0
55.01,26.21,76.58,0,initial,clay,0,0
57.17,28.96,58.0,4.28,initial,clay,20.2,0
59.9,33.32,63.35,4.29,mid_season,loamy,10.19,0
24.23,29.27,77.16,5.56,development,sandy,4.62,0
37.83,19.17,45.95,2.42,late,sandy,9.49,0
45.67,27.97,66.38,0,late,clay,0,0
44.65,19.33,67.61,2.18,late,loamy,6.49,0
49.64,34.71,85.88,0,late,clay,0,0
59.37,19.74,88.46,0,development,sandy,0,1
53.19,22.18,49.34,3.1,late,loamy,2.82,0
61.58,23.13,84.77,2.34,mid_season,clay,12.01,0
32.06,37.59,77.59,5.65,late,loamy,6.87,0
42.51,25.15,44.2,3.15,initial,sandy,4.88,0
44.18,18.82,74.12,0,late,clay,0,1
56.34,28.09,89.67,3.12,development,clay,23.91,0
87.51,21.28,84.27,3.94,mid_season,clay,22.49,0
61.54,27.88,53.32,0,mid_season,loamy,0,0
39.17,28.83,46.67,4.88,development,sandy,4.93,0
73.88,27.55,64.68,0,initial,loamy,0,0
44.81,19.21,63.1,4.67,development,clay,2.53,0
