soil_moisture_pct,temperature_c,humidity_pct,flow_rate_lpm,growth_stage,soil_type,recent_irrigation_l,irrigation_required
93.76,20.8,47.71,0,initial,loamy,0,0
27.41,25.84,74.45,5.36,mid_season,clay,20.55,0
56.83,14.12,64.2,4.36,late,clay,17.04,0
76.43,25.3,45.48,5.24,initial,sandy,14.76,0
41.16,24.37,71.81,2.54,initial,clay,8.92,0
68.17,13.66,84.99,0,initial,loamy,0,0
71.77,29.83,84.73,5.6,mid_season,clay,15.7,0
95,23.26,83.27,4.66,mid_season,clay,13.19,0
75.75,17.34,62.95,3.98,mid_season,clay,16.09,0
34.22,15.28,84.76,6.45,initial,clay,7.73,0
75.57,22.7,58.9,2.55,late,sandy,5.71,0
66.89,22.41,49.85,2.94,late,loamy,12.64,0
61.67,18.98,49.36,5.65,initial,sandy,2.03,0
74.23,13.14,57.66,3.08,development,loamy,0.62,0
57.33,19.15,59.17,5.63,initial,sandy,6.39,0
57.53,21.39,63.15,4.04,late,loamy,2.36,0
41.81,19.38,83.3,3.23,late,sandy,3.83,0
67.26,20.85,68.76,2.91,mid_season,clay,14.44,0
95,21.77,87.84,2.39,initial,loamy,9.28,0
82.61,29.61,79.73,6.02,mid_season,sandy,9.87,0
70.16,28.1,68.51,3.76,initial,sandy,5.98,0
38.36,29.44,87.02,2.51,development,loamy,10.18,0
69.19,23.85,56.93,3.23,development,loamy,13.53,0
77.98,24.53,55.76,5.42,mid_season,clay,6.43,0
50.9,22.39,67.45,6.02,mid_season,loamy,15.92,0
52.15,18.99,72.74,1.75,mid_season,loamy,11.65,0
48.58,24.85,69.54,2.82,initial,clay,2.76,0
61.14,26.71,55.08,4.17,mid_season,clay,6.43,0
43.97,15.45,65.9,2.54,mid_season,sandy,6.43,0
70.29,22.07,47.78,5.8,mid_season,loamy,15.78,0
64.69,14.68,56.44,2.15,development,loamy,8.45,0
42.75,20.4,58.14,3.88,late,clay,9.87,0
36.21,12.21,45.86,5.65,development,loamy,13.91,0
69.43,15.42,85.55,0,initial,sandy,0,0
40.65,13.31,48.86,2.64,mid_season,loamy,6.74,0
51.75,29.4,53.69,5.22,mid_season,loamy,6.27,0
76.76,12.59,44.9,0,initial,loamy,0,0
50.9,28.14,86.19,4.91,late,loamy,11.9,0
48.83,13.85,53.41,3.17,late,sandy,1.36,0
69.92,24.91,89.57,2.42,mid_season,loamy,8.83,0
82.38,28.43,49.27,1.49,mid_season,loamy,7.81,0
65.82,15.43,67.0,3.06,development,loamy,21.24,0
54.75,20.59,44.05,5.75,initial,clay,3.76,0
35.99,17.89,87.0,3.01,late,loamy,19.8,0
21.31,26.0,73.61,6.54,development,clay,17.92,0
44.32,19.75,50.09,3.61,mid_season,sandy,4.31,0
58.42,15.01,60.37,5.17,mid_season,loamy,9.66,0
54.47,18.74,89.49,2.81,mid_season,clay,15.78,0
78.38,18.17,83.81,2.24,mid_season,clay,11.39,0
83.02,24.44,63.92,5.27,mid_season,loamy,14.78,0
60.94,21.87,82.38,0,late,clay,0,0
66.31,25.48,52.48,3.39,late,sandy,9.0,0
51.88,13.09,89.34,2.19,late,sandy,5.55,0
95,21.25,77.09,0,initial,clay,0,0
25.8,27.59,51.09,0,development,clay,0,1
87.99,23.75,48.63,3.15,mid_season,loamy,6.77,0
40.18,12.5,78.74,4.05,mid_season,sandy,15.45,0
38.57,26.0,84.21,4.26,development,sandy,1.19,0
53.22,19.73,54.44,3.5,late,sandy,0.62,0
33.55,28.03,66.02,0,initial,clay,0,0
55.24,26.58,87.06,2.79,development,clay,9.9,0
34.43,26.7,55.8,3.63,initial,loamy,0.92,0
26.87,20.09,41.62,3.4,development,clay,7.13,0
56.86,20.26,59.84,2.99,late,clay,4.34,0
69.82,28.88,47.87,4.46,mid_season,sandy,1.1,0
60.86,24.97,69.3,6.49,late,clay,1.99,0
41.68,18.95,68.13,0,initial,clay,0,0
38.28,20.65,75.04,0,development,clay,0,1
65.7,14.94,53.75,4.66,late,sandy,11.94,0
39.15,21.85,40.27,5.85,mid_season,clay,8.74,0
67.55,24.93,80.37,1.92,development,clay,16.08,0
51.03,13.48,61.11,4.46,development,clay,0.12,0
67.39,29.12,56.41,4.33,development,loamy,15.43,0
55.41,16.54,42.57,2.95,initial,sandy,6.15,0
20.55,25.29,42.07,5.31,development,clay,6.43,0
47.69,16.16,84.96,4.0,initial,sandy,12.23,0
50.29,20.57,88.48,3.99,development,sandy,1.35,0
75.66,21.82,88.78,0,late,clay,0,0
49.04,20.75,42.03,3.14,mid_season,clay,20.3,0
62.19,12.56,79.46,5.16,development,sandy,7.56,0
31.7,14.71,53.56,0,mid_season,sandy,0,1
53.45,20.47,71.83,3.71,development,loamy,18.18,0
67.59,13.56,71.34,5.57,late,clay,14.01,0
34.03,22.61,75.97,0,development,loamy,0,1
56.46,13.73,64.76,4.12,development,clay,3.48,0
56.18,17.02,67.72,4.14,development,loamy,1.02,0
64.53,23.29,82.25,1.32,late,clay,8.99,0
45.3,20.37,40.96,4.63,mid_season,sandy,8.75,0
38.39,28.61,45.26,1.96,late,clay,16.06,0
58.21,21.19,85.08,4.9,initial,sandy,2.46,0
48.73,14.45,83.44,3.7,mid_season,clay,19.75,0
50.49,26.42,82.64,0,initial,loamy,0,0
65.89,12.49,62.03,0,initial,clay,0,0
82.03,26.01,68.37,0,late,loamy,0,0
63.43,25.18,45.04,5.28,mid_season,loamy,10.71,0
67.58,14.87,80.16,3.99,initial,clay,2.35,0
45.58,27.93,50.4,3.73,late,clay,21.73,0
63.43,16.62,71.23,3.35,late,loamy,5.45,0
60.16,27.49,68.81,4.29,mid_season,clay,6.77,0
41.82,25.63,47.98,5.84,mid_season,clay,10.37,0
22.02,16.46,61.57,3.42,late,loamy,18.5,0
29.34,27.85,41.62,3.35,development,loamy,9.89,0
92.61,14.14,84.54,4.22,initial,clay,2.99,0
71.31,26.86,51.64,0,late,loamy,0,0
20.67,20.1,85.01,5.51,development,clay,4.03,0
59.04,18.16,52.27,2.21,development,clay,22.09,0
40.68,27.45,69.93,2.91,mid_season,loamy,3.91,0
61.82,15.41,74.05,3.92,initial,sandy,3.06,0
78.69,27.12,58.33,3.97,mid_season,loamy,15.51,0
39.87,14.05,68.75,5.04,late,sandy,8.45,0
55.67,24.26,61.72,1.96,mid_season,clay,9.4,0
28.81,19.84,43.91,4.01,initial,clay,0.18,0
61.98,21.38,47.9,2.37,mid_season,sandy,5.3,0
93.36,29.38,82.13,5.4,mid_season,clay,6.61,0
54.28,25.64,85.12,4.58,late,loamy,6.17,0
31.23,18.28,56.11,3.16,development,loamy,4.13,0
35.12,18.41,68.56,4.07,mid_season,loamy,8.7,0
60.83,24.94,78.88,4.4,late,sandy,0.18,0
39.61,20.42,57.39,5.1,late,loamy,6.72,0
57.48,24.08,70.35,3.68,mid_season,sandy,16.11,0
87.04,13.92,76.29,3.81,late,sandy,12.34,0
80.53,19.31,64.78,5.84,initial,loamy,15.44,0
54.21,17.7,83.17,3.82,initial,sandy,9.84,0
35.56,25.68,56.19,0,initial,loamy,0,0
25.29,28.08,73.13,5.16,mid_season,loamy,13.6,0
51.31,23.03,63.1,5.09,development,loamy,12.91,0
45.48,14.73,41.3,4.45,late,sandy,8.35,0
53.59,23.34,81.01,1.35,mid_season,clay,9.48,0
45.98,29.66,81.36,6.07,development,sandy,2.33,0
77.26,20.04,48.81,5.0,late,clay,12.12,0
61.92,26.91,83.51,5.02,late,sandy,6.99,0
56.4,22.68,85.1,3.91,development,sandy,4.79,0
54.53,21.3,42.22,4.12,mid_season,loamy,10.42,0
42.05,23.11,87.93,2.61,mid_season,sandy,18.26,0
48.8,16.19,72.76,4.31,late,sandy,1.67,0
64.28,29.64,67.32,3.87,late,sandy,9.87,0
95,20.31,56.89,3.73,initial,sandy,2.18,0
43.8,22.15,62.39,4.78,initial,sandy,2.47,0
45.69,24.82,76.78,0,development,clay,0,0
38.78,24.06,45.69,4.55,development,sandy,11.01,0
20.88,13.72,84.11,4.58,development,clay,11.66,0
67.05,19.07,84.11,3.86,initial,sandy,6.83,0
48.28,19.53,66.71,0,development,clay,0,0
47.12,28.56,62.98,3.82,development,clay,7.3,0
70.67,18.88,45.23,3.78,mid_season,loamy,6.81,0
58.97,28.12,73.46,5.15,late,sandy,4.66,0
43.02,15.96,66.46,4.37,late,loamy,11.06,0
79.94,19.07,63.59,3.93,initial,clay,9.22,0
67.93,16.15,84.45,5.43,mid_season,loamy,16.57,0
55.86,16.57,64.11,4.17,mid_season,clay,8.1,0
50.78,19.77,42.73,4.46,development,clay,19.23,0
39.2,19.23,41.95,3.36,initial,clay,5.27,0
71.29,17.52,74.07,2.48,development,clay,11.31,0
74.52,19.2,69.13,5.93,mid_season,clay,4.35,0
58.56,17.07,47.45,3.83,mid_season,clay,13.9,0
31.14,28.96,88.28,0,initial,clay,0,0
91.94,27.73,74.62,5.0,mid_season,sandy,13.34,0
38.98,20.34,70.05,3.25,late,sandy,0.54,0
63.28,14.2,59.12,3.29,initial,sandy,6.07,0
32.12,29.3,47.47,3.67,development,loamy,8.49,0
36.77,15.82,65.57,3.4,mid_season,clay,12.19,0
52.9,13.21,86.6,2.28,late,sandy,10.16,0
38.06,20.19,48.07,4.81,development,clay,9.73,0
37.67,17.26,64.89,0,initial,sandy,0,0
41.91,28.65,51.88,4.24,late,loamy,2.09,0
45.36,12.89,73.78,0,development,clay,0,0
47.38,17.42,55.01,3.1,development,clay,16.47,0
20.28,14.07,88.76,4.66,late,clay,16.25,0
78.71,28.05,66.2,2.03,development,sandy,12.89,0
53.47,20.65,62.01,0,development,sandy,0,1
64.04,16.32,69.4,4.37,development,sandy,18.01,0
49.25,17.36,55.31,3.66,mid_season,loamy,18.23,0
66.7,26.21,47.27,2.83,mid_season,clay,10.88,0
85.02,15.89,40.74,4.58,late,sandy,5.56,0
39.0,20.19,62.69,3.15,development,clay,7.19,0
48.45,24.04,48.89,4.13,development,loamy,0.13,0
62.4,26.17,42.16,2.2,mid_season,clay,6.67,0
53.71,17.13,87.44,2.87,development,sandy,1.47,0
50.97,19.07,66.04,3.25,development,clay,15.43,0
83.81,21.1,69.06,3.2,initial,sandy,3.16,0
66.87,23.61,84.68,4.4,late,sandy,3.92,0
66.49,29.0,76.61,2.75,late,loamy,18.91,0
36.49,13.27,72.07,0,initial,sandy,0,0
30.62,17.98,47.76,3.59,late,loamy,3.74,0
50.96,20.68,40.41,2.71,mid_season,loamy,8.02,0
55.01,26.58,82.01,2.55,initial,clay,9.96,0
95,20.8,52.67,0,development,loamy,0,0
50.3,16.33,75.72,0.68,development,clay,15.61,0
49.32,29.86,85.11,3.61,late,sandy,8.49,0
40.29,27.83,70.02,1.48,mid_season,loamy,10.95,0
47.0,13.21,43.8,5.03,late,sandy,4.14,0
36.02,21.52,82.87,2.87,development,clay,12.46,0
25.67,24.5,63.15,5.67,mid_season,sandy,8.65,0
51.42,28.45,61.68,2.51,late,sandy,5.05,0
52.79,12.07,58.31,4.46,initial,clay,12.49,0
60.45,29.75,55.2,5.36,mid_season,sandy,12.33,0
66.26,13.67,79.0,2.87,mid_season,clay,13.95,0
42.46,29.95,67.0,4.14,mid_season,loamy,8.97,0
41.93,27.17,88.63,3.69,initial,loamy,1.06,0
49.59,12.71,57.55,3.06,mid_season,sandy,10.54,0
57.55,19.69,74.37,5.36,development,sandy,21.75,0
45.95,25.09,69.02,4.35,initial,clay,8.1,0
53.63,17.76,49.26,2.92,late,loamy,10.59,0
71.4,18.78,86.98,4.63,development,loamy,3.58,0
41.89,21.47,72.16,3.8,late,sandy,18.22,0
70.8,24.63,71.55,2.29,late,sandy,7.62,0
95,22.12,76.34,4.67,late,clay,3.69,0
59.23,20.76,53.19,4.28,late,sandy,5.79,0
73.92,18.65,60.99,4.81,mid_season,clay,9.56,0
34.99,15.37,87.77,5.62,mid_season,sandy,4.8,0
50.55,24.98,46.82,0,late,sandy,0,1
30.11,28.18,46.25,4.11,mid_season,clay,20.48,0
51.18,13.38,53.74,4.52,initial,clay,19.63,0
51.98,21.72,52.18,3.62,late,sandy,4.98,0
63.95,20.35,44.1,4.6,initial,sandy,9.37,0
34.87,13.72,59.17,2.24,development,loamy,1.94,0
37.88,17.08,41.22,3.74,initial,clay,11.6,0
81.44,12.11,61.56,5.29,development,clay,7.67,0
5.24,23.1,56.78,5.28,mid_season,sandy,3.28,0
51.07,14.78,72.24,0,mid_season,sandy,0,1
55.86,23.77,72.41,0,initial,sandy,0,0
59.87,21.3,45.99,4.57,mid_season,sandy,6.21,0
56.35,28.94,69.84,4.1,late,loamy,18.02,0
45.25,21.83,69.48,0,initial,clay,0,0
20.77,21.88,54.41,3.08,initial,loamy,1.21,0
63.26,13.38,74.48,2.9,late,sandy,7.65,0
36.06,22.72,71.39,0,initial,loamy,0,0
55.93,29.46,70.72,4.11,development,loamy,18.15,0
45.71,28.75,41.05,4.53,initial,sandy,6.86,0
37.88,27.91,76.48,3.44,initial,loamy,5.93,0
46.73,15.38,79.13,6.17,late,clay,1.9,0
33.13,12.02,75.37,3.69,development,clay,8.61,0
52.58,19.77,57.14,5.29,mid_season,clay,10.98,0
35.07,13.42,58.22,0,mid_season,sandy,0,1
33.23,29.65,61.07,0,initial,clay,0,0
57.33,18.81,46.78,3.7,late,clay,12.18,0
47.96,22.32,70.53,4.48,mid_season,clay,21.05,0
43.17,18.51,70.21,4.64,mid_season,sandy,14.51,0
95,21.15,43.15,4.02,initial,clay,21.97,0
84.66,18.67,75.63,2.8,late,sandy,1.45,0
57.64,26.63,84.8,0,initial,clay,0,0
66.82,20.44,71.26,2.41,mid_season,loamy,8.12,0
53.26,12.54,42.06,0,initial,sandy,0,0
48.32,16.65,89.23,3.63,mid_season,loamy,14.94,0
52.5,27.96,82.22,4.67,development,sandy,16.05,0
41.45,25.91,41.08,5.29,late,clay,13.51,0
83.26,27.22,43.2,3.95,development,clay,8.48,0
48.54,21.85,46.89,5.2,mid_season,sandy,9.72,0
93.71,13.51,78.86,5.34,mid_season,sandy,1.49,0
69.12,14.11,70.07,0,initial,clay,0,0
55.53,25.53,68.11,3.13,development,loamy,13.62,0
54.14,13.86,60.0,4.08,late,loamy,10.76,0
29.48,23.01,77.78,3.81,late,loamy,8.21,0
63.84,14.01,45.36,2.49,mid_season,clay,7.74,0
59.56,25.22,49.1,0,initial,sandy,0,0
60.62,17.93,45.21,0,initial,sandy,0,0
61.3,16.85,70.54,5.45,development,sandy,2.96,0
23.34,19.33,64.39,3.63,development,loamy,3.59,0
57.44,17.59,40.95,1.05,initial,loamy,21.2,0
43.7,22.25,73.68,2.05,late,loamy,8.04,0
77.64,19.18,67.91,5.04,late,sandy,18.54,0
35.15,28.54,70.59,3.83,development,loamy,13.39,0
64.08,21.17,66.55,2.73,development,sandy,17.49,0
63.84,21.02,50.48,3.45,late,sandy,6.28,0
56.37,14.69,54.42,3.51,initial,sandy,10.06,0
44.19,23.57,64.54,3.53,mid_season,clay,19.64,0
51.91,22.45,79.16,4.86,development,sandy,3.71,0
22.62,27.09,83.0,2.84,development,sandy,8.2,0
62.97,25.1,59.49,4.46,development,clay,25.25,0
34.95,14.23,63.3,4.39,initial,loamy,4.68,0
48.98,12.22,48.36,4.48,late,sandy,14.47,0
51.5,18.55,51.82,3.78,initial,sandy,1.2,0
38.8,14.49,49.36,6.68,late,sandy,1.19,0
53.11,26.44,53.25,0,development,loamy,0,0
89.65,12.91,69.18,3.82,late,clay,3.44,0
43.09,16.57,71.08,0,late,loamy,0,1
48.34,29.72,82.44,5.1,development,sandy,15.6,0
52.52,27.27,43.55,3.73,mid_season,sandy,10.65,0
56.84,17.35,69.72,6.31,initial,sandy,8.09,0
76.76,14.41,71.71,5.36,initial,clay,3.82,0
64.64,19.02,86.27,4.15,initial,sandy,4.67,0
62.22,25.03,77.17,4.89,mid_season,loamy,16.19,0
33.16,23.48,42.85,0,development,clay,0,1
39.91,28.68,76.29,1.8,mid_season,loamy,24.52,0
36.39,20.32,61.61,4.65,late,loamy,10.13,0
